semester,cgpa,attendance,average_marks,highest_marks,lowest_marks,target
8,9.62,75.48,87.59,91.19,80.99,Low
2,5.74,73.04,70.71,76.2,67.17,High
8,10.0,100.0,98.0,100.0,83.86,Low
7,6.99,80.64,63.4,69.39,44.47,High
2,10.0,87.49,91.16,96.83,87.54,Low
3,8.26,85.78,81.13,83.98,76.34,Low
8,8.39,84.37,74.0,85.69,56.57,Low
1,9.27,100.0,94.84,100.0,83.29,Low
5,6.87,65.36,70.08,76.14,62.99,High
2,6.78,90.43,69.02,73.23,57.87,Moderate
5,8.37,87.0,81.44,82.56,68.3,Low
4,6.8,64.54,67.41,79.91,60.73,High
1,7.94,100.0,81.69,91.75,76.43,Low
6,7.4,95.09,58.53,64.96,50.77,Moderate
1,8.89,91.74,95.1,100.0,85.16,Low
5,8.71,85.2,73.88,82.44,68.74,Low
2,9.03,82.83,93.04,98.38,89.69,Low
2,7.5,73.31,77.16,83.68,63.42,Moderate
2,7.96,100.0,96.99,100.0,91.9,Low
5,7.0,74.01,80.12,86.39,70.42,Moderate
4,7.44,96.0,83.69,99.15,73.86,Low
2,7.13,98.35,78.42,90.28,67.86,Low
7,6.5,72.74,62.92,72.57,48.36,High
7,7.37,95.89,76.87,80.19,71.37,Moderate
8,6.4,74.79,72.76,83.35,62.17,Moderate
2,5.55,82.58,62.98,66.59,58.35,High
4,7.38,97.36,68.37,80.97,62.68,Low
2,7.83,87.46,82.56,87.41,73.51,Low
1,10.0,100.0,96.64,98.64,87.79,Low
2,8.41,96.72,91.1,94.59,77.7,Low
8,8.77,84.08,82.03,93.75,73.13,Low
7,7.96,89.43,75.19,76.81,66.35,Low
8,7.71,62.79,82.56,92.35,79.22,Moderate
4,10.0,91.31,98.0,100.0,86.67,Low
1,6.36,91.71,64.0,71.75,55.05,Moderate
8,9.49,100.0,94.05,100.0,80.13,Low
4,7.9,92.96,74.42,85.42,66.75,Low
4,5.92,90.65,60.41,64.72,50.1,High
3,7.59,86.12,73.58,80.1,54.57,Moderate
4,7.5,78.4,82.15,93.72,77.14,Moderate
8,8.9,100.0,98.0,100.0,89.42,Low
7,7.14,97.49,83.74,97.11,65.55,Low
2,9.43,100.0,91.24,92.48,78.62,Low
5,7.31,53.17,70.16,72.91,60.36,High
7,6.91,84.01,80.29,84.46,71.63,Moderate
5,7.95,74.62,65.08,67.23,57.99,Moderate
2,7.84,83.26,81.45,85.77,75.97,Moderate
2,9.05,86.84,97.41,100.0,88.87,Low
5,5.0,68.26,45.47,57.04,44.57,High
5,6.92,97.58,70.93,74.54,61.47,Moderate
4,5.91,61.55,60.16,70.76,58.83,High
6,5.86,74.69,52.13,61.46,44.09,High
1,6.33,65.19,59.6,69.8,49.99,High
7,9.55,89.67,86.22,86.96,80.55,Low
2,7.48,72.32,78.92,89.82,68.09,Moderate
2,8.16,100.0,85.77,88.93,82.18,Low
1,8.11,89.55,74.28,77.93,73.08,Low
5,6.43,65.87,63.46,66.97,49.18,High
4,5.85,70.77,59.91,66.8,46.82,High
3,6.97,95.36,68.28,68.45,56.88,Moderate
6,8.69,60.83,85.58,98.03,82.82,Low
2,9.05,77.39,84.82,100.0,74.4,Low
1,8.44,81.57,78.75,86.53,69.13,Low
8,8.44,95.16,82.85,94.51,73.4,Low
4,8.58,68.49,84.95,90.91,72.25,Moderate
5,8.17,79.57,86.49,96.44,83.86,Low
7,8.85,66.61,78.95,85.73,70.49,Moderate
5,8.68,73.34,73.96,83.21,69.15,Moderate
8,6.21,65.63,65.04,71.39,58.53,High
4,8.6,79.03,89.45,97.4,80.51,Low
8,9.06,72.39,83.43,85.11,80.04,Low
7,5.84,94.65,61.37,62.06,55.37,High
8,6.82,90.17,82.88,95.1,70.05,Moderate
2,8.99,88.85,90.15,99.02,75.36,Low
7,7.83,89.88,77.9,85.31,63.98,Low
8,7.14,90.61,66.45,79.57,55.75,Moderate
5,8.15,81.55,72.86,85.31,66.08,Moderate
8,7.75,94.3,72.11,86.44,56.67,Low
7,7.96,83.26,89.69,98.23,81.18,Low
2,7.1,85.61,72.87,85.45,62.64,Moderate
4,9.12,100.0,91.04,98.02,79.82,Low
5,9.22,80.19,82.1,86.61,74.08,Low
7,7.72,72.39,74.47,81.36,64.1,Moderate
2,8.24,83.42,84.44,94.26,73.89,Low
5,8.33,81.59,60.86,72.47,53.85,Moderate
6,7.38,50.88,71.09,79.25,60.94,High
4,7.75,71.47,67.4,73.35,50.29,Moderate
4,7.52,90.56,90.36,100.0,80.3,Low
3,8.15,87.47,88.95,100.0,77.26,Low
2,9.13,75.33,81.64,92.9,66.13,Low
2,5.26,68.62,56.43,64.3,46.82,High
8,7.52,82.02,79.68,94.13,69.46,Moderate
8,6.57,70.87,53.17,64.77,44.04,High
2,8.97,76.65,97.31,100.0,85.68,Low
6,6.35,50.0,54.07,59.43,37.06,High
5,5.6,68.09,66.18,70.93,61.31,High
6,7.02,73.94,72.94,79.37,72.78,Moderate
5,6.32,69.35,60.68,70.53,45.36,High
4,7.59,100.0,83.85,95.87,73.14,Low
5,7.19,72.74,76.15,91.82,69.68,Moderate
3,6.73,95.43,58.24,65.74,48.6,High
6,6.08,89.16,66.98,67.36,58.36,Moderate
2,6.39,66.15,60.71,64.91,49.47,Moderate
6,9.31,84.01,88.42,97.19,78.01,Low
4,8.47,87.71,86.25,94.29,84.25,Low
6,8.87,87.7,80.61,91.12,75.34,Low
1,5.84,55.66,62.76,66.42,55.89,High
3,8.85,100.0,87.74,95.07,68.51,Low
3,9.24,96.98,87.84,94.23,80.17,Low
3,7.14,75.19,74.62,88.57,62.16,Moderate
6,6.86,95.75,73.83,80.34,62.6,Moderate
4,8.68,90.47,94.19,100.0,89.05,Low
6,5.82,68.53,50.85,57.56,45.55,High
2,6.46,54.29,58.69,60.3,50.54,High
2,4.86,70.32,62.96,73.5,54.58,High
1,5.56,74.96,64.51,73.97,50.65,High
8,7.51,78.41,74.95,83.14,67.03,Moderate
7,7.84,71.57,71.02,85.39,63.48,Moderate
7,6.27,64.78,64.44,73.38,51.77,High
8,5.52,69.69,67.02,70.21,57.4,High
7,8.77,100.0,80.31,85.47,69.55,Low
5,7.04,81.62,67.82,73.44,55.77,Moderate
8,7.69,91.37,84.96,95.19,81.93,Low
8,6.7,75.45,64.36,69.15,53.63,High
7,9.68,87.04,90.7,96.61,79.33,Low
8,6.49,86.88,74.13,74.77,59.12,Moderate
8,5.82,78.9,63.06,74.92,59.05,High
6,7.73,83.9,78.42,86.8,70.17,Moderate
6,9.73,99.93,90.4,100.0,79.75,Low
3,7.04,71.68,67.18,78.34,53.28,Moderate
8,8.53,54.77,74.78,86.98,72.07,Moderate
6,9.27,85.8,98.0,100.0,91.25,Low
7,9.66,89.69,86.96,89.68,77.07,Low
6,9.37,95.35,87.45,94.18,82.05,Low
6,7.29,100.0,74.66,86.46,70.23,Low
7,8.28,88.15,81.62,100.0,72.3,Low
2,9.69,93.83,98.0,100.0,87.65,Low
4,10.0,100.0,85.38,93.27,77.11,Low
3,7.82,85.05,69.14,71.72,62.0,Moderate
3,7.83,100.0,80.93,87.56,68.05,Low
6,9.66,94.82,93.93,100.0,87.02,Low
4,9.92,77.58,97.5,100.0,93.06,Low
2,5.7,60.4,55.4,63.17,42.92,High
6,7.08,81.14,61.16,77.49,59.63,Moderate
3,5.97,87.21,66.92,79.39,53.34,Moderate
3,7.95,100.0,90.86,100.0,80.71,Low
3,5.41,69.77,50.2,61.07,39.33,High
6,7.02,100.0,82.57,93.15,76.05,Low
1,7.31,82.89,64.98,80.43,57.21,Moderate
4,5.93,65.2,56.04,64.26,41.33,High
8,4.67,57.65,49.86,58.01,43.23,High
3,6.48,73.43,70.49,83.68,56.39,High
1,8.96,87.51,92.47,100.0,81.14,Low
1,8.16,82.21,77.16,79.03,74.73,Low
5,7.32,77.66,59.99,61.47,50.8,High
6,6.6,91.87,70.5,78.97,59.52,Moderate
2,6.99,52.55,59.1,73.84,47.83,High
8,7.67,71.06,78.96,85.45,72.82,Moderate
7,6.44,86.41,80.88,88.75,65.73,Moderate
5,8.28,60.04,82.25,93.29,74.54,Moderate
2,8.14,75.03,73.86,84.66,61.06,Moderate
8,8.36,98.34,82.49,88.84,70.52,Low
2,7.03,81.71,74.32,79.37,63.45,Moderate
4,6.5,67.65,68.71,74.57,62.77,Moderate
6,8.51,67.7,68.4,73.86,63.9,Moderate
5,6.46,65.38,82.78,88.19,81.75,Moderate
2,5.92,72.65,53.87,60.47,42.73,High
5,8.38,78.62,81.13,93.08,72.3,Low
7,7.83,75.36,84.65,93.62,73.96,Moderate
1,6.58,69.98,72.44,77.4,64.28,High
1,8.69,66.34,74.37,81.08,68.94,Moderate
3,6.99,87.98,70.16,78.83,59.28,Moderate
2,6.38,79.67,66.83,72.27,59.61,High
2,5.59,97.87,65.85,72.18,56.22,Moderate
8,7.28,100.0,76.92,90.68,67.83,Low
7,7.45,93.52,75.6,82.07,67.54,Moderate
5,6.31,72.57,68.15,75.51,56.19,High
1,7.51,100.0,78.05,86.75,68.82,Low
5,5.38,79.05,64.45,77.41,56.45,High
6,7.7,86.81,98.0,100.0,89.22,Low
2,7.94,95.82,89.57,98.51,82.96,Low
5,7.56,89.08,89.17,94.66,78.92,Low
5,7.76,70.13,65.63,71.98,59.75,Moderate
3,5.59,79.52,63.15,75.63,54.41,High
7,5.35,89.01,57.03,67.44,46.58,High
2,7.69,94.66,87.24,90.53,79.69,Low
8,6.22,62.17,77.37,84.54,69.16,High
1,7.93,72.05,77.76,82.47,70.67,Moderate
4,8.65,71.84,81.16,86.04,71.68,Moderate
5,9.11,93.03,86.02,87.85,66.49,Low
7,8.53,100.0,98.0,100.0,94.74,Low
4,6.92,73.91,72.94,89.27,60.4,Moderate
1,4.0,64.45,54.23,60.6,43.53,High
1,6.58,77.06,60.26,66.56,50.12,High
5,7.43,91.18,75.9,87.02,64.73,Low
1,7.25,100.0,84.91,86.13,74.08,Low
3,7.79,81.4,70.63,78.97,64.85,Moderate
8,9.19,66.2,70.02,74.17,55.36,Moderate
7,7.54,68.55,71.49,77.61,68.28,Moderate
6,7.29,98.55,71.83,72.77,68.63,Low
8,8.61,100.0,93.3,100.0,82.94,Low
8,7.7,90.67,87.06,94.74,81.74,Low
1,6.44,90.61,73.13,85.02,67.18,Moderate
6,7.43,100.0,72.01,79.69,60.47,Low
3,7.09,97.94,62.74,69.1,56.68,Moderate
1,7.82,52.9,73.82,83.93,62.15,Moderate
1,7.04,93.73,71.31,80.23,61.77,Moderate
5,8.25,64.57,70.53,77.92,60.2,Moderate
4,6.71,71.85,67.06,78.49,56.1,Moderate
6,6.68,90.34,62.57,74.64,47.25,High
3,7.43,50.0,76.59,90.23,71.0,High
5,7.72,86.44,98.0,99.42,89.94,Low
6,9.07,96.54,92.12,98.79,81.89,Low
3,7.58,79.17,85.24,95.7,75.91,Low
7,7.83,89.06,73.0,76.1,69.56,Low
6,7.74,79.96,82.63,92.7,70.03,Moderate
8,10.0,91.62,81.8,92.71,71.94,Low
4,7.32,83.04,69.67,76.25,64.53,Moderate
8,6.25,87.71,60.7,69.44,54.34,High
5,9.5,100.0,93.83,99.22,89.13,Low
8,7.54,87.19,79.87,84.76,72.26,Moderate
6,7.94,66.66,80.3,86.82,69.82,Moderate
3,7.36,89.26,74.09,81.0,64.52,Moderate
4,7.0,78.59,80.04,85.22,69.57,Moderate
7,8.48,72.96,68.21,77.42,52.34,Moderate
6,9.7,95.85,98.0,100.0,90.91,Low
2,9.13,78.66,95.19,100.0,87.56,Low
1,7.23,93.96,67.82,78.28,58.82,Moderate
6,8.94,82.71,77.53,91.35,71.14,Low
3,7.47,88.38,86.56,91.51,69.99,Low
8,7.79,83.63,75.8,86.46,65.06,Moderate
1,5.39,69.04,60.92,70.45,53.14,High
7,5.46,100.0,69.57,80.65,66.77,Moderate
5,10.0,80.84,97.92,100.0,94.06,Low
6,7.87,79.05,80.37,87.35,67.75,Moderate
4,7.94,74.84,77.05,84.67,76.46,Moderate
3,5.28,84.0,52.02,57.04,39.76,High
6,10.0,78.0,93.19,98.93,83.67,Low
1,6.49,83.1,69.35,76.21,65.94,Moderate
8,8.75,61.79,79.39,89.31,68.71,Moderate
6,7.73,82.21,76.96,81.11,70.3,Low
8,8.0,91.07,80.84,88.33,68.29,Low
3,9.59,71.42,86.6,100.0,74.26,Low
4,7.38,58.12,62.19,63.5,53.41,Moderate
8,6.86,98.07,69.08,78.63,61.02,Moderate
2,8.71,77.54,76.7,80.4,71.62,Moderate
8,8.23,86.88,77.7,96.27,76.61,Low
2,8.65,81.92,76.23,88.07,62.83,Low
5,8.54,100.0,84.04,94.68,71.75,Low
6,8.31,69.53,62.89,71.76,52.9,Moderate
8,6.27,51.38,79.96,84.62,67.91,High
3,9.84,100.0,97.26,100.0,82.66,Low
1,9.05,91.41,87.38,90.57,78.23,Low
8,6.03,77.49,84.59,89.77,77.29,Moderate
7,8.37,77.92,77.4,87.58,66.04,Low
7,7.94,70.66,77.99,82.66,73.23,Moderate
3,8.27,100.0,78.0,80.28,69.74,Low
3,8.37,95.45,91.54,100.0,85.16,Low
7,8.48,82.2,77.87,85.47,72.58,Low
1,9.6,69.77,86.33,93.74,73.47,Low
4,9.2,76.88,94.31,100.0,83.06,Low
5,10.0,90.35,98.0,100.0,86.22,Low
7,7.85,90.49,71.31,79.79,62.39,Moderate
5,8.94,100.0,93.27,94.1,86.07,Low
8,7.73,97.39,87.2,92.3,87.06,Low
2,7.39,86.22,78.26,81.06,68.74,Moderate
3,7.14,84.09,81.92,86.25,70.82,Moderate
3,6.98,84.18,65.58,75.55,59.51,Moderate
3,6.26,72.09,53.27,58.37,47.2,High
8,7.31,96.17,86.9,98.13,76.57,Low
8,8.35,79.91,86.61,95.23,84.51,Low
5,9.6,89.99,92.94,100.0,80.14,Low
5,9.19,94.77,92.54,100.0,89.76,Low
6,6.92,54.82,71.62,80.43,67.48,High
1,8.78,88.52,82.11,89.88,75.14,Low
1,6.89,84.39,67.67,69.53,59.58,Moderate
7,6.85,71.26,79.01,82.79,63.43,Moderate
3,10.0,79.07,84.53,95.34,75.5,Low
3,6.42,79.66,69.04,79.79,62.02,Moderate
4,9.86,100.0,96.08,100.0,86.92,Low
4,9.27,83.36,82.26,89.3,70.19,Low
8,5.9,69.73,52.29,55.85,42.12,High
4,7.99,93.26,81.9,89.58,74.53,Low
8,8.67,82.21,95.27,99.28,88.8,Low
2,5.88,94.26,66.89,78.13,58.89,Moderate
5,8.49,100.0,84.69,91.84,71.13,Low
4,7.89,86.94,72.16,77.58,60.45,Moderate
7,7.11,85.52,77.79,93.11,66.35,Moderate
8,9.0,68.69,82.12,90.14,71.6,Low
6,7.72,83.67,87.62,95.39,81.63,Low
8,6.3,65.99,61.03,74.67,45.67,High
6,5.74,74.46,64.29,73.14,48.61,High
1,7.93,93.72,72.43,82.47,62.78,Moderate
2,5.95,91.29,69.63,85.09,60.28,Moderate
6,5.36,65.84,61.35,73.29,60.79,High
4,7.67,94.48,78.17,80.31,63.98,Low
3,8.04,86.76,77.27,86.92,65.6,Moderate
2,8.08,96.86,86.44,95.48,75.3,Low
5,9.08,79.05,80.89,88.74,68.34,Low
7,7.93,86.85,88.53,93.55,76.55,Low
7,8.39,100.0,81.77,90.11,73.92,Low
2,9.17,79.45,91.55,99.25,79.01,Low
6,10.0,98.68,96.43,100.0,91.53,Low
1,6.32,100.0,63.26,68.27,58.28,Moderate
1,8.13,98.51,66.2,68.89,55.31,Moderate
5,8.52,77.9,80.64,96.27,66.95,Low
3,6.29,78.48,71.76,83.89,69.76,High
1,8.23,87.13,77.95,90.98,64.61,Low
8,7.25,73.58,67.53,75.41,52.17,High
3,7.45,84.91,77.7,87.69,61.77,Low
1,8.01,74.74,72.96,83.73,71.2,Moderate
3,8.28,90.57,81.52,90.9,80.88,Low
2,8.63,93.21,89.3,95.68,82.69,Low
8,6.64,67.58,69.81,76.01,63.94,Moderate
4,5.78,77.43,64.18,73.99,55.28,High
6,8.3,84.51,84.27,92.74,79.39,Low
1,6.91,79.89,62.77,72.45,53.42,Moderate
4,7.25,80.11,86.17,87.7,70.6,Moderate
2,7.03,66.71,70.78,82.91,63.5,Moderate
7,10.0,83.86,98.0,100.0,81.67,Low
8,8.53,93.2,82.89,94.51,71.03,Low
4,9.62,100.0,83.1,89.98,71.91,Low
6,7.14,88.89,60.34,61.34,49.33,Moderate
8,8.46,67.76,77.88,85.07,69.5,Moderate
2,9.24,95.94,98.0,100.0,88.07,Low
7,8.53,70.4,90.79,95.84,81.04,Low
2,6.83,72.34,66.16,71.85,57.24,High
2,7.66,94.99,77.32,80.15,64.7,Low
1,8.08,90.52,71.48,78.79,59.95,Moderate
2,7.09,84.9,68.31,79.87,67.35,Moderate
4,10.0,100.0,98.0,100.0,92.16,Low
2,7.88,83.79,65.98,79.88,52.94,Moderate
6,7.85,84.53,62.61,75.46,47.61,Moderate
6,7.04,83.7,77.63,90.38,68.23,Moderate
2,8.35,93.62,90.06,100.0,78.43,Low
5,6.69,85.52,87.95,90.66,76.48,Low
2,8.54,87.35,90.46,94.57,84.65,Low
2,8.61,68.12,86.59,93.74,77.61,Moderate
3,8.61,65.41,79.62,91.16,72.38,Moderate
8,7.6,57.38,87.27,94.12,84.73,Moderate
4,10.0,91.49,96.83,100.0,88.0,Low
6,8.28,79.28,81.0,86.14,69.98,Moderate
1,7.7,84.87,70.76,75.47,66.06,Moderate
3,9.68,89.37,89.99,90.38,85.69,Low
5,7.83,95.22,89.65,97.14,83.88,Low
2,7.9,89.85,69.3,74.3,54.14,Moderate
4,7.5,70.29,63.35,68.89,54.61,Moderate
7,7.81,92.37,74.42,87.58,65.74,Moderate
6,9.47,92.84,81.18,92.89,69.21,Low
2,6.35,91.16,66.83,67.83,56.98,Moderate
5,8.28,87.47,98.0,100.0,89.57,Low
4,4.92,72.85,53.72,56.2,47.86,High
1,7.06,64.1,74.65,81.47,65.4,Moderate
2,7.71,96.69,74.16,77.63,67.91,Moderate
2,5.05,50.0,46.62,52.12,33.42,High
5,7.49,89.46,66.42,75.36,62.15,Moderate
6,8.68,71.85,69.2,72.85,59.74,Moderate
7,9.02,81.66,86.53,94.64,76.35,Low
2,6.46,98.75,65.23,74.19,56.3,Moderate
7,8.6,65.45,76.42,85.38,76.04,Low
8,7.64,91.35,85.59,88.7,69.48,Moderate
7,5.66,100.0,63.9,72.98,57.89,Moderate
1,6.07,67.2,69.75,79.82,63.43,Moderate
1,8.11,75.91,81.0,90.26,68.75,Moderate
6,5.86,56.53,47.21,60.09,41.08,High
1,8.03,79.04,74.91,84.07,65.12,Moderate
5,5.08,74.77,56.38,61.32,47.05,High
3,8.67,100.0,94.14,100.0,85.43,Low
6,9.63,89.49,98.0,100.0,85.56,Low
7,8.37,85.09,88.81,99.6,87.21,Low
6,5.73,73.26,55.44,63.15,53.36,High
7,9.42,83.78,96.75,100.0,86.78,Low
6,8.29,88.82,82.84,88.87,75.15,Low
4,8.83,86.37,91.3,93.66,79.23,Low
6,7.07,79.96,82.87,94.48,75.39,Moderate
3,6.18,57.99,77.37,80.16,70.25,High
8,7.13,90.88,83.12,89.61,75.08,Moderate
8,6.02,72.83,56.73,70.82,52.97,High
8,7.9,65.41,73.91,77.12,65.71,Moderate
7,8.23,98.58,81.75,85.23,80.61,Low
5,7.3,89.6,71.29,79.1,56.43,Moderate
3,7.79,50.31,66.93,81.7,59.57,High
8,7.26,75.35,59.84,61.53,48.03,Moderate
6,10.0,93.14,91.6,95.65,84.33,Low
8,6.46,72.33,61.22,64.56,52.68,High
3,7.11,76.63,64.33,75.43,56.71,Moderate
7,6.16,59.81,63.56,76.75,51.97,High
2,7.44,67.79,79.75,89.8,72.49,Moderate
8,10.0,100.0,94.75,99.48,87.03,Low
6,9.54,90.45,82.27,88.07,72.86,Low
8,8.89,98.29,81.66,89.22,64.73,Low
5,7.91,100.0,86.12,87.86,81.27,Low
1,7.82,99.81,83.72,92.12,74.9,Low
1,8.06,94.69,78.46,83.12,72.26,Moderate
6,5.82,86.62,67.85,78.43,60.19,Moderate
6,7.66,100.0,75.84,94.96,67.95,Low
2,5.89,95.3,63.52,80.33,55.46,Moderate
4,8.23,100.0,74.06,79.19,64.69,Low
8,8.26,83.11,96.77,100.0,95.0,Low
3,6.78,80.85,63.18,66.07,59.8,Moderate
3,7.3,82.28,75.06,78.34,64.11,Moderate
2,7.94,100.0,77.42,83.26,71.95,Low
3,7.9,91.68,84.52,88.88,81.89,Low
4,8.55,85.82,94.28,100.0,85.71,Low
8,8.37,85.5,82.43,82.56,73.43,Low
1,7.47,83.57,73.32,85.86,64.13,Moderate
8,6.24,82.16,63.08,66.8,50.98,High
4,6.03,66.45,56.11,64.44,45.55,High
4,5.03,67.17,69.34,73.36,56.23,High
6,8.37,70.8,85.99,88.8,73.73,Low
8,7.58,79.1,68.06,73.51,59.72,Moderate
3,7.21,90.36,84.05,94.07,79.33,Low
5,8.38,55.48,89.62,100.0,72.27,Moderate
6,6.13,79.27,60.2,66.07,49.5,High
2,9.91,100.0,98.0,100.0,92.88,Low
5,7.3,62.14,73.49,84.12,67.37,Moderate
2,8.36,100.0,83.74,83.76,63.86,Low
1,10.0,100.0,81.71,92.66,76.41,Low
1,9.43,100.0,93.26,95.48,81.58,Low
3,7.38,73.2,71.26,82.46,62.51,Moderate
4,10.0,90.8,98.0,100.0,92.22,Low
4,7.09,59.45,56.81,64.47,40.4,High
4,8.12,96.27,71.98,78.54,56.31,Moderate
5,5.07,70.67,53.42,59.0,52.27,High
1,7.31,98.72,85.26,93.19,73.03,Low
5,9.69,100.0,97.82,100.0,82.22,Low
1,5.52,67.08,64.14,71.01,54.28,High
3,6.34,82.56,60.26,69.16,51.63,Moderate
6,7.75,75.76,80.0,87.5,68.57,Moderate
7,9.2,73.21,85.94,86.76,82.58,Low
4,9.39,97.43,93.2,96.67,82.44,Low
2,5.05,88.51,61.14,67.82,53.41,High
3,9.69,88.39,90.34,100.0,81.74,Low
7,9.72,93.8,98.0,100.0,86.38,Low
2,6.31,60.65,66.49,76.51,55.8,High
7,7.41,96.97,82.5,87.04,72.7,Low
4,5.66,87.36,57.69,61.93,42.95,High
8,6.79,91.21,79.07,88.69,71.53,Moderate
8,8.97,81.38,86.22,94.28,69.57,Low
4,6.63,73.12,74.43,78.89,66.29,Moderate
3,7.42,85.3,76.4,83.51,68.11,Moderate
8,9.43,84.86,94.42,99.34,82.66,Low
2,7.56,65.12,62.93,73.37,48.9,Moderate
6,7.54,65.36,71.42,73.38,58.78,High
4,6.57,75.59,50.73,63.01,45.02,High
5,6.95,64.53,67.93,79.08,62.26,High
3,7.38,88.86,61.44,70.97,44.96,Moderate
8,9.95,93.34,94.5,100.0,89.2,Low
8,7.3,70.82,59.98,69.11,49.56,High
2,6.36,59.86,45.02,51.72,35.03,High
5,8.66,77.82,80.9,81.68,77.72,Low
2,7.27,79.23,90.55,100.0,83.11,Low
6,7.95,83.21,79.03,82.12,73.76,Low
3,7.54,98.25,81.28,86.35,69.45,Low
7,9.48,97.36,72.56,83.86,63.64,Low
7,8.0,100.0,89.64,94.36,77.21,Low
3,7.86,86.53,78.04,93.5,69.53,Low
5,7.88,78.96,79.1,86.57,64.18,Moderate
5,8.13,100.0,98.0,100.0,91.84,Low
7,7.8,81.34,74.93,81.36,66.23,Moderate
6,7.84,91.91,84.86,97.93,72.98,Low
3,6.91,64.02,76.22,81.95,67.26,High
1,9.76,67.99,86.96,89.05,73.61,Low
2,6.05,78.89,59.05,68.27,41.07,High
1,6.39,68.22,65.02,66.45,60.55,High
7,5.68,86.63,51.96,59.55,39.54,High
2,8.36,96.58,80.64,91.59,79.01,Low
6,6.77,79.92,72.95,80.74,69.41,Moderate
5,10.0,74.52,96.35,100.0,95.0,Low
6,9.24,93.08,73.47,80.29,62.43,Low
4,6.52,59.45,68.4,75.28,53.49,High
5,7.11,72.59,80.55,88.23,75.92,Moderate
3,7.95,86.56,87.37,91.71,73.25,Low
4,5.66,78.91,63.34,76.0,52.1,High
6,7.86,68.85,75.63,82.13,69.19,Moderate
5,6.18,75.98,52.44,57.89,49.59,High
7,7.63,83.57,57.56,67.0,46.56,Moderate
5,7.71,83.06,72.85,86.08,62.75,Moderate
6,6.67,71.48,68.9,79.53,54.11,High
1,9.19,83.35,98.0,100.0,87.23,Low
5,8.55,100.0,86.47,91.35,81.86,Low
5,9.92,83.44,98.0,100.0,95.0,Low
7,7.77,92.47,80.85,82.18,76.35,Low
1,7.25,73.06,63.69,72.64,58.09,Moderate
2,5.99,66.19,59.53,73.7,45.95,High
7,8.14,93.6,83.78,84.53,79.58,Low
5,8.31,100.0,91.61,99.48,80.42,Low
3,8.75,100.0,98.0,100.0,87.3,Low
5,8.7,99.74,78.25,90.23,67.42,Low
8,7.78,90.43,79.74,84.42,73.88,Low
3,5.92,78.6,70.48,74.81,60.8,Moderate
1,8.0,85.1,66.28,72.67,58.88,Moderate
4,7.5,92.71,93.47,100.0,79.01,Low
4,7.77,92.8,71.5,74.88,69.07,Moderate
6,7.56,75.3,74.59,81.45,72.31,Moderate
6,9.97,76.51,94.15,100.0,84.6,Low
6,7.84,95.83,79.97,93.07,76.39,Low
5,6.01,56.33,58.48,69.67,55.41,High
5,8.58,100.0,88.32,100.0,80.97,Low
5,9.14,84.85,94.03,100.0,87.97,Low
8,7.37,94.24,72.43,79.34,59.92,Moderate
3,8.34,74.58,81.01,89.97,73.99,Low
3,8.11,94.23,72.87,80.22,55.47,Moderate
3,6.22,68.52,68.22,76.76,59.35,High
4,7.68,95.51,76.02,78.6,70.09,Low
2,7.98,91.64,87.46,99.08,83.57,Low
5,7.96,98.63,75.23,85.18,67.72,Low
7,7.63,83.14,79.81,89.79,79.79,Moderate
6,7.52,78.84,77.42,88.94,69.01,Moderate
1,8.27,87.1,77.92,84.72,68.18,Low
5,7.01,74.99,86.25,89.79,75.78,Moderate
8,7.07,50.0,76.65,82.08,73.87,High
5,7.06,76.17,59.64,70.0,43.85,High
5,7.63,85.83,67.53,72.87,61.6,Moderate
1,7.98,80.87,72.33,82.0,59.43,Moderate
3,6.56,72.57,60.39,68.96,54.56,High
1,8.15,71.47,72.0,79.55,54.02,Moderate
7,7.53,100.0,75.48,77.28,65.58,Moderate
3,8.27,88.56,71.85,73.81,56.82,Moderate
3,7.22,67.65,68.23,84.89,57.89,High
2,8.12,86.55,93.46,100.0,90.1,Low
8,8.02,56.12,62.33,68.94,49.41,High
5,7.42,72.68,76.69,86.2,70.86,Moderate
3,6.04,96.11,62.5,68.48,60.86,Moderate
6,6.98,65.91,78.27,87.04,69.21,Moderate
5,9.17,93.5,92.01,100.0,79.79,Low
5,7.87,78.74,76.16,85.6,66.76,Moderate
7,8.49,76.11,71.54,76.97,68.91,Low
4,6.81,66.06,60.03,85.34,53.95,High
1,8.56,96.92,81.25,90.71,70.79,Low
4,8.94,79.62,83.26,89.59,71.98,Low
5,6.97,78.12,68.7,71.84,62.06,Moderate
2,5.47,76.67,69.75,76.5,56.62,High
5,6.97,84.39,72.14,81.99,66.53,Moderate
2,8.26,80.55,86.32,96.25,75.47,Low
2,7.59,87.06,81.4,93.57,73.37,Low
3,5.66,68.15,58.36,71.22,49.8,High
8,7.58,69.96,70.43,77.94,70.22,Moderate
7,10.0,64.05,98.0,100.0,89.35,Low
5,5.06,63.9,57.83,67.74,45.28,High
3,7.12,88.31,86.61,92.42,76.72,Moderate
8,7.65,78.37,67.96,80.01,60.53,Moderate
4,7.75,69.66,62.91,67.16,48.75,Moderate
8,7.51,83.82,68.56,80.64,64.79,Moderate
8,6.96,88.7,65.26,70.63,59.9,Moderate
7,8.87,76.86,92.67,100.0,90.93,Low
8,7.13,89.1,68.14,79.88,60.09,Moderate
